PK_CALZADA,ACCIDENTES
902076.0,3
91065500.0,3
386172.0,3
522166.0,3
387307.0,3
140481.0,3
515583.0,3
412775.0,3
521701.0,3
157753.0,3
167659.0,3
527220.0,3
91035063.0,3
385150.0,3
386149.0,3
508387.0,3
514891.0,3
146143.0,3
366453.0,3
387117.0,3
471435.0,3
91026695.0,3
601235.0,3
176258.0,3
359660.0,3
384381.0,3
351579.0,3
91030062.0,3
144160.0,3
366230.0,3
357495.0,3
187923.0,3
24122703.0,3
354994.0,3
291660.0,3
165925.0,3
175666.0,3
182025.0,3
528414.0,3
902744.0,3
91029979.0,3
91030146.0,3
414404.0,3
178604.0,3
174476.0,3
382182.0,3
24120098.0,3
91023422.0,3
602536.0,3
91033558.0,3
91028951.0,3
2506344.0,3
91026150.0,3
323980.0,3
91030215.0,3
91064545.0,3
601975.0,3
511594.0,3
156027.0,3
159882.0,3
145662.0,3
24124431.0,3
148241.0,3
91025052.0,3
91028933.0,3
183644.0,3
91020357.0,3
91010585.0,3
142035.0,3
165468.0,3
516008.0,3
442363.0,3
510898.0,3
24120615.0,3
384707.0,3
91022794.0,3
512870.0,3
24119637.0,3
522664.0,3
471584.0,3
351558.0,3
364253.0,3
602056.0,3
91063913.0,3
155846.0,3
528141.0,3
174237.0,3
507160.0,3
91032594.0,3
415054.0,3
440037.0,3
154214.0,3
91034505.0,3
169084.0,3
176397.0,3
187095.0,3
91014413.0,3
381555.0,3
91015439.0,3
509128.0,3
91031971.0,3
410160.0,3
362169.0,3
527607.0,3
364850.0,3
817802.0,3
505203.0,3
367735.0,3
91018626.0,3
24123573.0,3
91026934.0,3
186048.0,3
514909.0,3
2502991.0,3
179635.0,3
91024457.0,3
380394.0,3
91026099.0,3
91027082.0,3
91026883.0,3
151788.0,3
91017749.0,3
802765.0,3
384255.0,3
514083.0,3
91063497.0,3
91026980.0,3
523220.0,3
513123.0,3
520914.0,3
601380.0,3
321109.0,3
174148.0,3
151415.0,3
500147.0,3
358458.0,3
388339.0,3
513926.0,3
357378.0,3
354498.0,3
529093.0,3
533807.0,3
513065.0,3
91023039.0,3
24120553.0,3
350315.0,3
91063491.0,3
91026779.0,3
156404.0,3
412098.0,3
188615.0,3
188549.0,3
149558.0,3
503955.0,3
146433.0,3
522566.0,3
183036.0,3
24124362.0,3
91023339.0,3
515498.0,3
91025256.0,3
176159.0,3
24120453.0,3
514524.0,3
176508.0,3
602585.0,3
512997.0,3
154883.0,3
91026203.0,3
142811.0,3
353416.0,3
181919.0,3
355352.0,3
390512.0,3
187580.0,3
155849.0,3
91063971.0,3
172037.0,3
803753.0,3
517861.0,3
386104.0,3
527175.0,3
167164.0,3
188909.0,3
154772.0,3
386651.0,3
169443.0,3
480046.0,3
185855.0,3
387597.0,3
531864.0,3
364498.0,3
91021370.0,3
91015292.0,3
414195.0,3
91027188.0,3
511982.0,3
145868.0,3
602567.0,3
169082.0,3
185103.0,3
509609.0,3
356392.0,3
91026254.0,3
153526.0,3
91019507.0,3
350999.0,3
145859.0,3
91012475.0,3
414454.0,3
902656.0,3
91014411.0,3
527013.0,3
515718.0,3
188777.0,3
91016630.0,3
140864.0,3
156670.0,3
176639.0,3
506541.0,3
513246.0,3
478102.0,3
367139.0,3
91025358.0,3
156928.0,3
384384.0,3
24119936.0,3
529068.0,3
514096.0,3
516045.0,3
91029035.0,3
366719.0,3
351271.0,3
91018907.0,3
514615.0,3
24121924.0,3
157647.0,3
91020446.0,3
148742.0,3
5121005.0,3
91027231.0,3
148393.0,3
384503.0,3
366155.0,3
91034014.0,3
440488.0,3
410143.0,3
904064.0,3
140593.0,3
447574.0,3
368923.0,3
507165.0,3
152958.0,3
519346.0,3
171266.0,3
145489.0,3
176358.0,3
367241.0,3
506700.0,3
24123566.0,3
91032198.0,3
91063837.0,3
165668.0,3
509293.0,3
165590.0,3
365244.0,3
163104.0,3
91062708.0,3
91026409.0,3
386605.0,3
91013113.0,3
522793.0,3
322091.0,3
145704.0,3
91025022.0,3
412255.0,3
441857.0,3
149878.0,3
91027053.0,3
384416.0,3
451919.0,3
602022.0,3
515393.0,3
388371.0,3
510203.0,3
146873.0,3
91023886.0,3
322203.0,3
152551.0,3
482383.0,3
91018291.0,3
91030630.0,3
445162.0,3
153464.0,3
153167.0,3
24122783.0,3
91023319.0,3
527733.0,3
356008.0,3
187788.0,3
152800.0,3
444829.0,3
91063547.0,3
189526.0,3
384188.0,3
149586.0,3
154774.0,3
410546.0,3
523541.0,3
513653.0,3
518604.0,3
146730.0,3
369966.0,3
91024942.0,3
91019026.0,3
177662.0,3
91031257.0,3
522832.0,3
91018079.0,3
91026520.0,3
91026489.0,3
91018916.0,3
24120213.0,3
162176.0,3
214130.0,2
239094.0,2
64429.0,2
67754.0,2
16378.0,2
50013185.0,2
57984.0,2
221288.0,2
234315.0,2
170315.0,2
220137.0,2
245509.0,2
14082.0,2
37786.0,2
10665.0,2
200223.0,2
98940.0,2
200095.0,2
50014465.0,2
91014809.0,2
24120331.0,2
10656.0,2
50013318.0,2
66888.0,2
55007.0,2
266263.0,2
230977.0,2
221246.0,2
214622.0,2
20457.0,2
27524.0,2
99970.0,2
218312.0,2
145070.0,2
7694.0,2
174630.0,2
228240.0,2
91012616.0,2
7769.0,2
230858.0,2
195938.0,2
61193.0,2
1006.0,2
41690.0,2
35355.0,2
39061.0,2
199117.0,2
32704.0,2
91033146.0,2
239740.0,2
31797.0,2
62011.0,2
50013102.0,2
240862.0,2
221098.0,2
174975.0,2
6460.0,2
233326.0,2
137385.0,2
50014569.0,2
219854.0,2
142747.0,2
24122392.0,2
4220.0,2
50014227.0,2
224800.0,2
140032.0,2
9736.0,2
179358.0,2
138687.0,2
10305.0,2
50016352.0,2
247349.0,2
11280.0,2
243851.0,2
50012360.0,2
227362.0,2
228509.0,2
23916.0,2
50013964.0,2
9702.0,2
23398.0,2
5595.0,2
91010380.0,2
227597.0,2
67615.0,2
50904.0,2
23623.0,2
36807.0,2
31198.0,2
22847.0,2
202496.0,2
31704.0,2
50014054.0,2
50012516.0,2
129548.0,2
7414.0,2
239082.0,2
91018181.0,2
234305.0,2
230380.0,2
231004.0,2
50014357.0,2
230717.0,2
67557.0,2
517905.0,2
13209.0,2
63765.0,2
67697.0,2
12632.0,2
66207.0,2
50012986.0,2
66192.0,2
272304.0,2
50015719.0,2
91025259.0,2
220386.0,2
195027.0,2
31538.0,2
91013823.0,2
814833.0,2
221787.0,2
14339.0,2
142090.0,2
229914.0,2
390213.0,2
228247.0,2
140634.0,2
8916.0,2
184745.0,2
153779.0,2
230854.0,2
19246.0,2
33182.0,2
155610.0,2
56668.0,2
91018190.0,2
91014052.0,2
194721.0,2
20504.0,2
213541.0,2
39262.0,2
91029359.0,2
61857.0,2
230300.0,2
98547.0,2
244839.0,2
50016437.0,2
239959.0,2
241057.0,2
169360.0,2
170761.0,2
219576.0,2
170380.0,2
236291.0,2
174.0,2
235169.0,2
155938.0,2
440521.0,2
213185.0,2
195060.0,2
169786.0,2
50014610.0,2
24500.0,2
50012535.0,2
172805.0,2
4453.0,2
221102.0,2
242413.0,2
91063664.0,2
229574.0,2
239208.0,2
12850.0,2
225058.0,2
91021156.0,2
57109.0,2
481612.0,2
42207.0,2
39188.0,2
91014396.0,2
4892.0,2
37454.0,2
64360.0,2
18020.0,2
35646.0,2
230984.0,2
145802.0,2
220487.0,2
239673.0,2
230593.0,2
194937.0,2
50013115.0,2
224963.0,2
91012682.0,2
66604.0,2
170501.0,2
193773.0,2
50016063.0,2
50012876.0,2
56326.0,2
34811.0,2
242414.0,2
271913.0,2
33646.0,2
245409.0,2
65000.0,2
50013538.0,2
20385.0,2
804430.0,2
60545.0,2
175919.0,2
34812.0,2
237816.0,2
98107.0,2
200733.0,2
50014418.0,2
35564.0,2
41012.0,2
50012330.0,2
527382.0,2
16079.0,2
50017058.0,2
198849.0,2
4985.0,2
359184.0,2
27522.0,2
223309.0,2
264619.0,2
214203.0,2
193314.0,2
423591.0,2
40020.0,2
237788.0,2
200118.0,2
12818.0,2
39387.0,2
13651.0,2
11994.0,2
91013899.0,2
21935.0,2
33322.0,2
91027193.0,2
36827.0,2
50015478.0,2
50017409.0,2
53024.0,2
234933.0,2
268642.0,2
4372.0,2
201592.0,2
91018229.0,2
91013193.0,2
54763.0,2
20594.0,2
230383.0,2
201041.0,2
144745.0,2
174704.0,2
91013096.0,2
50013211.0,2
224324.0,2
57980.0,2
50016676.0,2
50016779.0,2
237808.0,2
198604.0,2
235187.0,2
14305.0,2
271634.0,2
218652.0,2
66215.0,2
50012902.0,2
186478.0,2
415429.0,2
24122132.0,2
32664.0,2
34164.0,2
504570.0,2
54722.0,2
229398.0,2
173672.0,2
268006.0,2
202469.0,2
272348.0,2
9641.0,2
65416.0,2
218780.0,2
31816.0,2
238865.0,2
271860.0,2
91012575.0,2
140490.0,2
220636.0,2
23402.0,2
61565.0,2
50013504.0,2
195155.0,2
144740.0,2
50013431.0,2
12070.0,2
234698.0,2
50014626.0,2
218369.0,2
50013412.0,2
222295.0,2
172557.0,2
50013217.0,2
14387.0,2
201042.0,2
24123258.0,2
31957.0,2
145604.0,2
231445.0,2
24120864.0,2
201034.0,2
50017405.0,2
38764.0,2
23878.0,2
10620.0,2
50012398.0,2
50015621.0,2
21128.0,2
91012660.0,2
13314.0,2
166054.0,2
67798.0,2
243006.0,2
57525.0,2
145372.0,2
241943.0,2
5100.0,2
243809.0,2
219578.0,2
68218.0,2
231814.0,2
21579.0,2
63785.0,2
225557.0,2
248998.0,2
2335.0,2
11880.0,2
145005.0,2
272197.0,2
33123.0,2
54931.0,2
91063774.0,2
193582.0,2
195317.0,2
50012334.0,2
91012718.0,2
50015418.0,2
223454.0,2
91012657.0,2
24121849.0,2
138500.0,2
521837.0,2
91035069.0,2
526851.0,2
903339.0,2
383345.0,2
184609.0,2
320397.0,2
8464.0,2
158446.0,2
440689.0,2
471440.0,2
50016803.0,2
91010357.0,2
903148.0,2
140382.0,2
50017380.0,2
50012668.0,2
163508.0,2
164179.0,2
24122060.0,2
162948.0,2
132902.0,2
355704.0,2
368850.0,2
91030228.0,2
440733.0,2
601992.0,2
91014267.0,2
91011272.0,2
154407.0,2
519901.0,2
24124266.0,2
517512.0,2
362985.0,2
50016292.0,2
91024541.0,2
533945.0,2
22804.0,2
179803.0,2
161501.0,2
203619.0,2
804107.0,2
91031176.0,2
194626.0,2
458617.0,2
472201.0,2
440322.0,2
522206.0,2
201484.0,2
91018503.0,2
91025927.0,2
91025164.0,2
50014068.0,2
91060004.0,2
91012987.0,2
35999.0,2
91027013.0,2
155781.0,2
31278.0,2
170515.0,2
91033380.0,2
91017069.0,2
213412.0,2
522519.0,2
156195.0,2
91559.0,2
203931.0,2
446010.0,2
452941.0,2
236674.0,2
50016287.0,2
237052.0,2
3522.0,2
28578.0,2
231365.0,2
172217.0,2
359370.0,2
91017543.0,2
383156.0,2
193081.0,2
214232.0,2
272280.0,2
91019201.0,2
443029.0,2
173666.0,2
50014732.0,2
213611.0,2
179845.0,2
91018184.0,2
145735.0,2
174578.0,2
243303.0,2
4311.0,2
232855.0,2
193948.0,2
50017128.0,2
50014186.0,2
4240.0,2
91013025.0,2
53206.0,2
231463.0,2
50016460.0,2
91013212.0,2
133555.0,2
410920.0,2
320704.0,2
421925.0,2
33009.0,2
50016536.0,2
151649.0,2
91014819.0,2
144184.0,2
91026954.0,2
31980.0,2
91033176.0,2
505857.0,2
50016672.0,2
13861.0,2
91033593.0,2
513309.0,2
192710.0,2
239116.0,2
39125.0,2
54457.0,2
91027061.0,2
244847.0,2
231949.0,2
235002.0,2
91010246.0,2
441773.0,2
50013128.0,2
34085.0,2
91024927.0,2
420334.0,2
91027057.0,2
91025232.0,2
40060.0,2
50013046.0,2
50012406.0,2
63830.0,2
239714.0,2
91013040.0,2
290718.0,2
91012898.0,2
325643.0,2
91025926.0,2
369511.0,2
91014476.0,2
509928.0,2
50016203.0,2
223281.0,2
20616.0,2
202919.0,2
64192.0,2
454943.0,2
55080.0,2
91025941.0,2
91025986.0,2
602634.0,2
223026.0,2
91031127.0,2
91013043.0,2
440047.0,2
269730.0,2
91014381.0,2
479866.0,2
175377.0,2
24121520.0,2
366542.0,2
91017982.0,2
152792.0,2
417620.0,2
24120760.0,2
214658.0,2
50016295.0,2
388412.0,2
50014425.0,2
604341.0,2
184300.0,2
24121160.0,2
144108.0,2
202349.0,2
31041.0,2
243906.0,2
91033139.0,2
50016317.0,2
91013902.0,2
154319.0,2
173121.0,2
201372.0,2
91019015.0,2
202368.0,2
183855.0,2
245466.0,2
91013897.0,2
24123080.0,2
91014540.0,2
91011823.0,2
242224.0,2
23716.0,2
196039.0,2
205329.0,2
62981.0,2
141177.0,2
91062713.0,2
24121852.0,2
91011712.0,2
155530.0,2
28424.0,2
91026840.0,2
174697.0,2
196961.0,2
204951.0,2
91022371.0,2
271861.0,2
200173.0,2
238163.0,2
148687.0,2
91011125.0,2
6611.0,2
91016996.0,2
50012313.0,2
17302.0,2
202276.0,2
268407.0,2
169788.0,2
50012972.0,2
20518.0,2
143265.0,2
213815.0,2
50012785.0,2
50015226.0,2
50016870.0,2
13255.0,2
241568.0,2
50013000.0,2
7703.0,2
179406.0,2
20593.0,2
185225.0,2
50016060.0,2
50014162.0,2
175465.0,2
172655.0,2
91013027.0,2
266206.0,2
50013315.0,2
67764.0,2
169266.0,2
184735.0,2
243368.0,2
516148.0,2
180684.0,2
181002.0,2
24122615.0,2
24120049.0,2
91018380.0,2
513529.0,2
410151.0,2
91013856.0,2
516171.0,2
517351.0,2
168906.0,2
322061.0,2
214644.0,2
50014956.0,2
29821.0,2
523247.0,2
91015337.0,2
60320.0,2
243409.0,2
323893.0,2
91023156.0,2
530265.0,2
820968.0,2
518130.0,2
91024742.0,2
513981.0,2
244305.0,2
170532.0,2
173914.0,2
174968.0,2
171848.0,2
600538.0,2
174530.0,2
453615.0,2
43267.0,2
164951.0,2
321371.0,2
91030632.0,2
903979.0,2
163983.0,2
244341.0,2
50017464.0,2
160893.0,2
354112.0,2
62020.0,2
50014090.0,2
91025162.0,2
50016678.0,2
20515.0,2
22851.0,2
166088.0,2
362547.0,2
903533.0,2
367005.0,2
362675.0,2
360733.0,2
363953.0,2
91012497.0,2
359073.0,2
606011.0,2
91020176.0,2
242225.0,2
240997.0,2
31497.0,2
50016872.0,2
179515.0,2
136203.0,2
151455.0,2
139545.0,2
519719.0,2
99392.0,2
238088.0,2
50015044.0,2
130311.0,2
240533.0,2
91034733.0,2
24120343.0,2
386068.0,2
225939.0,2
169840.0,2
515577.0,2
50015411.0,2
33461.0,2
170530.0,2
200234.0,2
23000226.0,2
4954.0,2
93534.0,2
523256.0,2
91032305.0,2
161975.0,2
355984.0,2
169750.0,2
10079.0,2
271946.0,2
50014830.0,2
24122093.0,2
58162.0,2
320004.0,2
91013502.0,2
142981.0,2
458020.0,2
809584.0,2
449061.0,2
67637.0,2
24122052.0,2
522112.0,2
419866.0,2
155859.0,2
180997.0,2
504498.0,2
145668.0,2
451473.0,2
365483.0,2
142067.0,2
91021706.0,2
193451.0,2
65064.0,2
24120000.0,2
24121958.0,2
531220.0,2
173159.0,2
220480.0,2
24123560.0,2
516670.0,2
147278.0,2
160919.0,2
91026056.0,2
480510.0,2
361225.0,2
513256.0,2
91030167.0,2
91013875.0,2
7048.0,2
91013046.0,2
387273.0,2
506361.0,2
531372.0,2
91014030.0,2
152900.0,2
24119867.0,2
155965.0,2
91016708.0,2
136442.0,2
417453.0,2
418309.0,2
152798.0,2
208053.0,2
58090.0,2
534335.0,2
50012800.0,2
272633.0,2
94007.0,2
91016701.0,2
181142.0,2
323519.0,2
352406.0,2
50013143.0,2
30143.0,2
234160.0,2
270634.0,2
224891.0,2
50014279.0,2
148262.0,2
65655.0,2
230497.0,2
91030635.0,2
59048.0,2
53795.0,2
50015202.0,2
212550.0,2
14158.0,2
194971.0,2
24124263.0,2
245415.0,2
91010737.0,2
136977.0,2
231779.0,2
50013112.0,2
213251.0,2
61977.0,2
50015195.0,2
65475.0,2
14184.0,2
91013854.0,2
534133.0,2
37293.0,2
41743.0,2
156377.0,2
150212.0,2
269662.0,2
902768.0,2
155812.0,2
231150.0,2
91026930.0,2
508197.0,2
222826.0,2
418632.0,2
152948.0,2
91020904.0,2
139162.0,2
41387.0,2
151073.0,2
91017274.0,2
149553.0,2
146866.0,2
146685.0,2
320289.0,2
321183.0,2
133481.0,2
383883.0,2
514478.0,2
220189.0,2
482942.0,2
446900.0,2
91024825.0,2
513670.0,2
91021545.0,2
295707.0,2
388556.0,2
321291.0,2
91025388.0,2
91024598.0,2
605980.0,2
91025373.0,2
91021516.0,2
175701.0,2
24579.0,2
453806.0,2
163471.0,2
173747.0,2
325019.0,2
293697.0,2
142096.0,2
202507.0,2
228823.0,2
144492.0,2
472205.0,2
479809.0,2
520747.0,2
53138.0,2
91026757.0,2
447777.0,2
91018471.0,2
606591.0,2
363189.0,2
91026649.0,2
322664.0,2
91013266.0,2
508399.0,2
904253.0,2
175848.0,2
414414.0,2
188711.0,2
62959.0,2
522858.0,2
91031267.0,2
518481.0,2
167425.0,2
137080.0,2
510233.0,2
91028772.0,2
354688.0,2
91014248.0,2
487408.0,2
2501944.0,2
451235.0,2
91026287.0,2
529202.0,2
504150.0,2
183968.0,2
456830.0,2
354208.0,2
24120306.0,2
531495.0,2
444145.0,2
485354.0,2
91022410.0,2
603195.0,2
91016864.0,2
411733.0,2
518971.0,2
185360.0,2
91019893.0,2
91026886.0,2
91030984.0,2
521890.0,2
294631.0,2
91019822.0,2
185201.0,2
601611.0,2
414140.0,2
91026981.0,2
527475.0,2
448763.0,2
91033034.0,2
456597.0,2
91019401.0,2
141640.0,2
600876.0,2
186826.0,2
43301.0,2
507813.0,2
198572.0,2
272829.0,2
508925.0,2
31108.0,2
91027132.0,2
412264.0,2
147928.0,2
602044.0,2
506923.0,2
150328.0,2
91018401.0,2
214934.0,2
91011459.0,2
214931.0,2
24122102.0,2
504117.0,2
193088.0,2
141032.0,2
52743.0,2
50012688.0,2
91023203.0,2
187133.0,2
411419.0,2
410976.0,2
290484.0,2
91030188.0,2
801371.0,2
169869.0,2
24123685.0,2
50015697.0,2
350595.0,2
91031536.0,2
91024784.0,2
323345.0,2
410460.0,2
214885.0,2
533727.0,2
513631.0,2
50015802.0,2
213507.0,2
184752.0,2
150699.0,2
384247.0,2
91016976.0,2
156340.0,2
139548.0,2
54002.0,2
24550.0,2
24122490.0,2
505954.0,2
325656.0,2
50017286.0,2
389523.0,2
91011456.0,2
521455.0,2
205992.0,2
206178.0,2
206490.0,2
91016633.0,2
91063009.0,2
600626.0,2
91015854.0,2
91033031.0,2
91063702.0,2
521850.0,2
91014098.0,2
91064021.0,2
412025.0,2
389585.0,2
384250.0,2
91029071.0,2
145644.0,2
305942.0,2
24180468.0,2
523983.0,2
231791.0,2
91063541.0,2
211236.0,2
91025363.0,2
141422.0,2
480505.0,2
214141.0,2
50015657.0,2
24120987.0,2
420478.0,2
91016749.0,2
603491.0,2
512371.0,2
91013450.0,2
471414.0,2
50014703.0,2
139242.0,2
2501945.0,2
522826.0,2
518594.0,2
24121617.0,2
442542.0,2
91012922.0,2
91026990.0,2
172270.0,2
524257.0,2
455512.0,2
146374.0,2
164218.0,2
91017606.0,2
458035.0,2
453617.0,2
91029419.0,2
533998.0,2
24120158.0,2
472660.0,2
162590.0,2
500145.0,2
173164.0,2
415131.0,2
24122692.0,2
211863.0,2
91012932.0,2
814769.0,2
518403.0,2
904066.0,2
366680.0,2
91030358.0,2
91030963.0,2
169801.0,2
175475.0,2
56669.0,2
413082.0,2
7976.0,2
531442.0,2
91063333.0,2
138269.0,2
440115.0,2
183270.0,2
53895.0,2
456815.0,2
91034079.0,2
521895.0,2
24120384.0,2
91015957.0,2
163044.0,2
91028859.0,2
513636.0,2
91034039.0,2
509702.0,2
24122308.0,2
149653.0,2
145342.0,2
187935.0,2
293634.0,2
91021292.0,2
366598.0,2
91063660.0,2
472818.0,2
323642.0,2
513175.0,2
136875.0,2
519818.0,2
91027048.0,2
91031254.0,2
91026544.0,2
91023414.0,2
184821.0,2
184542.0,2
449639.0,2
188579.0,2
138094.0,2
423535.0,2
605462.0,2
162582.0,2
176019.0,2
511589.0,2
178363.0,2
513283.0,2
91034023.0,2
603228.0,2
91013382.0,2
91021829.0,2
419710.0,2
364588.0,2
514214.0,2
91033964.0,2
202176.0,2
24123673.0,2
167952.0,2
185409.0,2
202361.0,2
91032707.0,2
68572.0,2
227353.0,2
50014355.0,2
91026869.0,2
183353.0,2
145490.0,2
322853.0,2
91022957.0,2
453671.0,2
173712.0,2
457907.0,2
147992.0,2
514557.0,2
174880.0,2
514520.0,2
24124365.0,2
165055.0,2
177859.0,2
91035021.0,2
91030587.0,2
91030879.0,2
24121531.0,2
508577.0,2
514053.0,2
24121440.0,2
384809.0,2
511460.0,2
185422.0,2
148767.0,2
364174.0,2
453405.0,2
603999.0,2
472869.0,2
163813.0,2
523424.0,2
158284.0,2
509934.0,2
156147.0,2
521535.0,2
147433.0,2
508376.0,2
421425.0,2
385833.0,2
163588.0,2
24122768.0,2
602552.0,2
505583.0,2
154963.0,2
151666.0,2
91026967.0,2
142767.0,2
158426.0,2
511304.0,2
24119924.0,2
159387.0,2
140445.0,2
410791.0,2
24121044.0,2
363116.0,2
523969.0,2
363394.0,2
521735.0,2
213080.0,2
903973.0,2
169007.0,2
522011.0,2
523643.0,2
91012481.0,2
154969.0,2
512617.0,2
323925.0,2
155701.0,2
509230.0,2
91025498.0,2
157868.0,2
147350.0,2
386902.0,2
503504.0,2
91030751.0,2
91035011.0,2
91031889.0,2
513544.0,2
172082.0,2
91033597.0,2
142989.0,2
145931.0,2
603505.0,2
91019829.0,2
352072.0,2
174809.0,2
24122521.0,2
487407.0,2
505560.0,2
24121171.0,2
604017.0,2
200361.0,2
360475.0,2
504828.0,2
322322.0,2
189776.0,2
91027025.0,2
159724.0,2
189704.0,2
91024514.0,2
162636.0,2
503448.0,2
91012629.0,2
140058.0,2
163693.0,2
602563.0,2
91021577.0,2
151866.0,2
201175.0,2
183205.0,2
354507.0,2
91060021.0,2
511249.0,2
350736.0,2
179474.0,2
147382.0,2
91014088.0,2
177067.0,2
503389.0,2
91022637.0,2
183439.0,2
139758.0,2
356754.0,2
140483.0,2
143976.0,2
521303.0,2
24122874.0,2
24120938.0,2
91064546.0,2
91034947.0,2
606105.0,2
511141.0,2
179163.0,2
165263.0,2
91028792.0,2
292060.0,2
188231.0,2
188927.0,2
178743.0,2
182832.0,2
473598.0,2
187922.0,2
178931.0,2
174716.0,2
174971.0,2
390121.0,2
153400.0,2
91012681.0,2
323164.0,2
503970.0,2
366692.0,2
513951.0,2
518407.0,2
151499.0,2
902863.0,2
24120086.0,2
606125.0,2
606266.0,2
24119968.0,2
522928.0,2
507703.0,2
502553.0,2
362870.0,2
173182.0,2
160916.0,2
24120520.0,2
187182.0,2
521393.0,2
91030184.0,2
360235.0,2
91032298.0,2
515166.0,2
173753.0,2
91033001.0,2
151940.0,2
164447.0,2
173216.0,2
174462.0,2
91019450.0,2
511968.0,2
366411.0,2
165618.0,2
183295.0,2
523881.0,2
517836.0,2
143814.0,2
165402.0,2
91013119.0,2
506143.0,2
148890.0,2
91010240.0,2
366232.0,2
24122371.0,2
388855.0,2
187110.0,2
173241.0,2
505605.0,2
24123570.0,2
324048.0,2
91025920.0,2
524803.0,2
323899.0,2
155984.0,2
443230.0,2
521529.0,2
471204.0,2
174008.0,2
515142.0,2
523993.0,2
91013258.0,2
91025378.0,2
169180.0,2
91019381.0,2
513738.0,2
162212.0,2
514370.0,2
387004.0,2
148605.0,2
388984.0,2
91034584.0,2
412865.0,2
503526.0,2
138232.0,2
183572.0,2
91018347.0,2
357534.0,2
156521.0,2
511555.0,2
414313.0,2
528064.0,2
91026274.0,2
363426.0,2
169244.0,2
511816.0,2
529143.0,2
175716.0,2
516178.0,2
91027307.0,2
91011516.0,2
91025389.0,2
489160.0,2
507646.0,2
91022301.0,2
160300.0,2
510644.0,2
188194.0,2
160008.0,2
91025368.0,2
91012724.0,2
164771.0,2
165513.0,2
511886.0,2
91032953.0,2
161781.0,2
203318.0,2
24123734.0,2
140061.0,2
902177.0,2
188629.0,2
91026443.0,2
142733.0,2
323954.0,2
508217.0,2
517060.0,2
154693.0,2
385300.0,2
174472.0,2
524049.0,2
163273.0,2
143425.0,2
366012.0,2
386015.0,2
165400.0,2
513539.0,2
202680.0,2
513946.0,2
91018375.0,2
147997.0,2
508499.0,2
24123367.0,2
507215.0,2
185992.0,2
178792.0,2
143065.0,2
143198.0,2
24121590.0,2
136801.0,2
412033.0,2
158691.0,2
323582.0,2
169665.0,2
507012.0,2
91019784.0,2
504168.0,2
524602.0,2
181503.0,2
301904.0,2
186813.0,2
170557.0,2
91024924.0,2
24122174.0,2
386946.0,2
186548.0,2
421024.0,2
24121297.0,2
176249.0,2
188662.0,2
140801.0,2
91064035.0,2
452740.0,2
183839.0,2
151829.0,2
24123423.0,2
2502002.0,2
91060656.0,2
524239.0,2
91063032.0,2
175493.0,2
148063.0,2
188876.0,2
158346.0,2
362722.0,2
472994.0,2
602155.0,2
139916.0,2
421743.0,2
162591.0,2
513409.0,2
512848.0,2
522887.0,2
528420.0,2
144140.0,2
143830.0,2
506780.0,2
530780.0,2
91011003.0,2
155948.0,2
513638.0,2
167419.0,2
325403.0,2
511427.0,2
24122237.0,2
91033591.0,2
511940.0,2
161690.0,2
147307.0,2
24122844.0,2
510626.0,2
163629.0,2
163669.0,2
362861.0,2
526335.0,2
507643.0,2
91026227.0,2
458122.0,2
91010454.0,2
187469.0,2
142688.0,2
527724.0,2
91026749.0,2
161565.0,2
510910.0,2
386628.0,2
147624.0,2
24121289.0,2
161776.0,2
517672.0,2
513374.0,2
518549.0,2
413413.0,2
91025518.0,2
601740.0,2
163265.0,2
509369.0,2
507700.0,2
387487.0,2
162202.0,2
516400.0,2
509931.0,2
158800.0,2
91015911.0,2
602414.0,2
324821.0,2
24121974.0,2
24121376.0,2
91033220.0,2
91010478.0,2
158283.0,2
203443.0,2
91028997.0,2
182828.0,2
161014.0,2
903173.0,2
165826.0,2
513524.0,2
601864.0,2
91026733.0,2
91032034.0,2
91017853.0,2
601499.0,2
136806.0,2
472995.0,2
353293.0,2
188870.0,2
167427.0,2
362409.0,2
156204.0,2
154597.0,2
504511.0,2
91032665.0,2
522354.0,2
500300.0,2
322607.0,2
522488.0,2
24123004.0,2
155709.0,2
531788.0,2
366921.0,2
502568.0,2
161568.0,2
148995.0,2
24121899.0,2
161356.0,2
91026120.0,2
91026070.0,2
517973.0,2
602069.0,2
351848.0,2
151156.0,2
362103.0,2
352657.0,2
176143.0,2
206265.0,2
91013385.0,2
381803.0,2
514638.0,2
183444.0,2
139897.0,2
146489.0,2
513253.0,2
603574.0,2
904458.0,2
602409.0,2
351932.0,2
323558.0,2
24120801.0,2
91031956.0,2
24120579.0,2
24122432.0,2
136811.0,2
511512.0,2
146075.0,2
510125.0,2
91018217.0,2
158760.0,2
177986.0,2
156012.0,2
91063566.0,2
179219.0,2
363236.0,2
175727.0,2
385990.0,2
151544.0,2
165733.0,2
472541.0,2
91023384.0,2
451505.0,2
91062599.0,2
320013.0,2
145492.0,2
180481.0,2
320298.0,2
306954.0,2
91022564.0,2
24123397.0,2
91029418.0,2
24119873.0,2
522685.0,2
24119704.0,2
150209.0,2
324375.0,2
24121935.0,2
91029040.0,2
514841.0,2
604260.0,2
505601.0,2
531232.0,2
174411.0,2
528348.0,2
91026024.0,2
509940.0,2
367193.0,2
91026760.0,2
157356.0,2
603707.0,2
455841.0,2
174507.0,2
362621.0,2
355206.0,2
324081.0,2
