PK_CALZADA,ACCIDENTES
322017.0,4
91016285.0,4
603752.0,4
24124242.0,4
91063560.0,4
24122895.0,4
91025504.0,4
91010437.0,4
509548.0,4
171317.0,4
383797.0,4
189886.0,4
322748.0,4
410185.0,4
155018.0,4
412530.0,4
149958.0,4
91027469.0,4
363635.0,4
361935.0,4
523243.0,4
149583.0,4
146486.0,4
91030008.0,4
521623.0,4
527622.0,4
351366.0,4
91026448.0,4
524911.0,4
143169.0,4
91034644.0,4
511889.0,4
91027058.0,4
91032006.0,4
144426.0,4
174417.0,4
153122.0,4
504585.0,4
155845.0,4
159607.0,4
91034891.0,4
173863.0,4
515116.0,4
362775.0,4
351890.0,4
186429.0,4
154379.0,4
523418.0,4
903249.0,4
91027385.0,4
352231.0,4
511689.0,4
447544.0,4
91034942.0,4
521946.0,4
320516.0,4
601776.0,4
369948.0,4
510500.0,4
150066.0,4
91064509.0,4
24123221.0,4
902658.0,4
24122106.0,4
91062618.0,4
385407.0,4
200474.0,4
813955.0,4
603166.0,4
24122773.0,4
91014994.0,4
24123554.0,4
166449.0,4
503565.0,4
901677.0,4
523236.0,4
523286.0,4
179379.0,4
35201.0,3
50016426.0,3
194270.0,3
50013493.0,3
169766.0,3
50017458.0,3
239100.0,3
15271.0,3
91012677.0,3
63376.0,3
60875.0,3
143133.0,3
50012520.0,3
232773.0,3
138648.0,3
35995.0,3
201030.0,3
6152.0,3
11259.0,3
270193.0,3
50015227.0,3
220604.0,3
240310.0,3
21532.0,3
37364.0,3
58701.0,3
50013149.0,3
50017096.0,3
8467.0,3
17359.0,3
169724.0,3
50016764.0,3
170356.0,3
50013220.0,3
241351.0,3
50015331.0,3
729.0,3
175355.0,3
17358.0,3
91033467.0,3
239102.0,3
220488.0,3
91025283.0,3
360736.0,3
63200.0,3
902660.0,3
91012581.0,3
174940.0,3
91013349.0,3
50015462.0,3
231615.0,3
91027228.0,3
91014260.0,3
35308.0,3
50017116.0,3
50017138.0,3
9969.0,3
137608.0,3
41290.0,3
50013464.0,3
50014238.0,3
181088.0,3
41293.0,3
8479.0,3
91013826.0,3
39195.0,3
17361.0,3
7984.0,3
170281.0,3
91030254.0,3
225546.0,3
220306.0,3
53871.0,3
214126.0,3
41016.0,3
225066.0,3
220244.0,3
244972.0,3
38080.0,3
12066.0,3
174843.0,3
193174.0,3
50015640.0,3
224792.0,3
185365.0,3
218377.0,3
50015417.0,3
223608.0,3
241845.0,3
50013278.0,3
50016947.0,3
50012350.0,3
200197.0,3
245440.0,3
50015255.0,3
55408.0,3
50017529.0,3
602002.0,3
602120.0,3
151931.0,3
505619.0,3
50012852.0,3
50012761.0,3
50015021.0,3
15238.0,3
383887.0,3
270595.0,3
50013242.0,3
50012830.0,3
50016773.0,3
59050.0,3
712.0,3
174936.0,3
91013107.0,3
196912.0,3
324656.0,3
520910.0,3
213527.0,3
502768.0,3
417646.0,3
24120532.0,3
453423.0,3
37531.0,3
175160.0,3
91021518.0,3
91011604.0,3
365068.0,3
91033649.0,3
606015.0,3
350530.0,3
91030239.0,3
359433.0,3
24123717.0,3
321545.0,3
455492.0,3
358815.0,3
522388.0,3
213413.0,3
50015701.0,3
4988.0,3
521968.0,3
228517.0,3
602151.0,3
94616.0,3
133859.0,3
51927.0,3
223452.0,3
521986.0,3
505335.0,3
170517.0,3
143071.0,3
245133.0,3
50016335.0,3
50015622.0,3
173802.0,3
220383.0,3
20583.0,3
91025704.0,3
91022791.0,3
526089.0,3
91013213.0,3
390204.0,3
214751.0,3
50014245.0,3
91063534.0,3
91027071.0,3
24122118.0,3
901122.0,3
24120674.0,3
183828.0,3
173195.0,3
10309.0,3
42135.0,3
91025862.0,3
146352.0,3
322613.0,3
320139.0,3
60160.0,3
50016319.0,3
151948.0,3
136651.0,3
154313.0,3
172956.0,3
91021161.0,3
50016584.0,3
91027384.0,3
50015224.0,3
388095.0,3
359842.0,3
17636.0,3
24124324.0,3
50012931.0,3
50012696.0,3
140502.0,3
524213.0,3
50015689.0,3
50013406.0,3
53614.0,3
169209.0,3
148352.0,3
197047.0,3
91011343.0,3
154287.0,3
91017906.0,3
174526.0,3
524916.0,3
20591.0,3
24120544.0,3
169764.0,3
50013925.0,3
195314.0,3
158158.0,3
367816.0,3
528375.0,3
4109.0,3
145998.0,3
64428.0,3
24122898.0,3
91025697.0,3
186646.0,3
24122701.0,3
148884.0,3
602504.0,3
91026603.0,3
181020.0,3
362241.0,3
161888.0,3
24122293.0,3
91014494.0,3
161261.0,3
24122302.0,3
91030645.0,3
522105.0,3
24122304.0,3
201886.0,3
91029487.0,3
297840.0,3
151494.0,3
514261.0,3
195234.0,3
155746.0,3
155708.0,3
91026299.0,3
153416.0,3
154290.0,3
351608.0,3
91013112.0,3
171448.0,3
24121977.0,3
24122306.0,3
169815.0,3
88656.0,3
91018470.0,3
220595.0,3
91060590.0,3
155006.0,3
91026961.0,3
91033028.0,3
91020870.0,3
239173.0,3
91032157.0,3
385666.0,3
91015801.0,3
181890.0,3
91060661.0,3
529180.0,3
504249.0,3
606040.0,3
91029420.0,3
50013441.0,3
91018963.0,3
91029068.0,3
24120094.0,3
521531.0,3
91027081.0,3
320931.0,3
160122.0,3
91033205.0,3
160172.0,3
50013294.0,3
381883.0,3
323669.0,3
363464.0,3
161212.0,3
322043.0,3
24119876.0,3
526098.0,3
91030658.0,3
138131.0,3
91025718.0,3
465157.0,3
147007.0,3
531284.0,3
603462.0,3
413113.0,3
181680.0,3
188380.0,3
91014108.0,3
91064008.0,3
513599.0,3
601956.0,3
91017607.0,3
91020932.0,3
210467.0,3
91028803.0,3
517519.0,3
457958.0,3
24120588.0,3
91029066.0,3
174762.0,3
368495.0,3
24121996.0,3
24121137.0,3
140252.0,3
188953.0,3
525221.0,3
507825.0,3
290014.0,3
360151.0,3
91014351.0,3
91063557.0,3
91026693.0,3
91025644.0,3
91029051.0,3
521789.0,3
205428.0,3
440788.0,3
91025171.0,3
146172.0,3
529761.0,3
91020545.0,3
323391.0,3
24122296.0,3
603193.0,3
452831.0,3
152788.0,3
412583.0,3
91032244.0,3
293922.0,3
383239.0,3
91019776.0,3
507208.0,3
504060.0,3
34687.0,3
22144593.0,3
41292.0,3
50017267.0,3
91013277.0,3
507663.0,3
390019.0,3
415860.0,3
531214.0,3
24121472.0,3
137940.0,3
517327.0,3
189778.0,3
24121239.0,3
512547.0,3
145874.0,3
361956.0,3
509005.0,3
24121330.0,3
525043.0,3
390429.0,3
155613.0,3
91018902.0,3
91030660.0,3
154588.0,3
24123203.0,3
604032.0,3
524770.0,3
174109.0,3
91035059.0,3
515858.0,3
91033038.0,3
172104.0,3
91034540.0,3
24121265.0,3
24121043.0,3
381431.0,3
522849.0,3
142952.0,3
91014448.0,3
91030156.0,3
187937.0,3
91020771.0,3
139786.0,3
529034.0,3
480816.0,3
902480.0,3
473456.0,3
200381.0,3
169475.0,3
504009.0,3
415780.0,3
91024238.0,3
91063974.0,3
351644.0,3
601214.0,3
24122738.0,3
605199.0,3
154792.0,3
512612.0,3
24121757.0,3
174580.0,3
160648.0,3
187114.0,3
163686.0,3
383282.0,3
508989.0,3
524890.0,3
901627.0,3
507945.0,3
365961.0,3
24120643.0,3
154783.0,3
207483.0,3
530211.0,3
91025372.0,3
91025712.0,3
510055.0,3
606298.0,3
534092.0,3
452291.0,3
522288.0,3
140603.0,3
389515.0,3
472627.0,3
91033472.0,3
602113.0,3
502995.0,3
24120921.0,3
451969.0,3
510855.0,3
512424.0,3
528463.0,3
151357.0,3
322940.0,3
160642.0,3
387986.0,3
91024191.0,3
152905.0,3
169085.0,3
154979.0,3
471538.0,3
514661.0,3
24120654.0,3
365480.0,3
146611.0,3
511480.0,3
509653.0,3
506710.0,3
171365.0,3
601514.0,3
352225.0,3
91019020.0,3
24120003.0,3
140140.0,3
91034060.0,3
381570.0,3
182590.0,3
522590.0,3
24122765.0,3
24119644.0,3
24122917.0,3
160441.0,3
514568.0,3
410198.0,3
513358.0,3
511419.0,3
386802.0,3
515983.0,3
508235.0,3
414885.0,3
522635.0,3
91011051.0,3
524878.0,3
504285.0,3
175170.0,3
603700.0,3
91063908.0,3
200920.0,3
91012373.0,3
24120894.0,3
521293.0,3
512562.0,3
162980.0,3
170257.0,3
172065.0,3
513604.0,3
511821.0,3
513700.0,3
513472.0,3
517010.0,3
155218.0,3
511625.0,3
381420.0,3
530772.0,3
521308.0,3
902410.0,3
91033995.0,3
506675.0,3
91024286.0,3
91010615.0,3
384031.0,3
510561.0,3
91016788.0,3
322718.0,3
514921.0,3
158694.0,3
91020897.0,3
382403.0,3
323231.0,3
514186.0,3
361686.0,3
174675.0,3
903688.0,3
410639.0,3
91029350.0,3
508394.0,3
91028825.0,3
91029029.0,3
531208.0,3
91033598.0,3
511307.0,3
146078.0,3
159486.0,3
152195.0,3
91018066.0,3
530145.0,3
174826.0,3
138320.0,3
24124443.0,3
479810.0,3
524763.0,3
167378.0,3
410111.0,3
473488.0,3
149875.0,3
142266.0,3
602168.0,3
527170.0,3
511430.0,3
503509.0,3
530937.0,3
151978.0,3
510647.0,3
525030.0,3
91025004.0,3
512248.0,3
362079.0,3
901804.0,3
147028.0,3
181248.0,3
516233.0,3
295224.0,3
169219.0,3
504547.0,3
385879.0,3
521648.0,3
524030.0,3
91026106.0,3
200021.0,3
601143.0,3
173834.0,3
184533.0,3
517700.0,3
511342.0,3
511364.0,3
513519.0,3
323267.0,3
457365.0,3
24119821.0,3
511741.0,3
169208.0,3
506695.0,3
24123763.0,3
511440.0,3
144217.0,3
388827.0,3
503667.0,3
91012691.0,3
363192.0,3
482312.0,3
144297.0,3
523749.0,3
508887.0,3
511339.0,3
522045.0,3
24121638.0,3
171236.0,3
153346.0,3
505789.0,3
91064014.0,3
530223.0,3
152381.0,3
509067.0,3
364946.0,3
178733.0,3
510933.0,3
472495.0,3
504247.0,3
24122271.0,3
603282.0,3
91020962.0,3
142993.0,3
902959.0,3
24122771.0,3
354178.0,3
523735.0,3
514904.0,3
519683.0,3
91012959.0,3
180872.0,3
24121510.0,3
155410.0,3
189658.0,3
24120287.0,3
136624.0,3
160321.0,3
472496.0,3
149820.0,3
91016470.0,3
24120219.0,3
24121942.0,3
189762.0,3
606207.0,3
903886.0,3
163627.0,3
602572.0,3
23000244.0,3
188036.0,3
140830.0,3
511567.0,3
91028838.0,3
450108.0,3
413542.0,3
528752.0,3
